popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,category,time_signature,duration_ms
47,0.776,0.279,4,-10.45,0,0.0615,0.772,0.134,0.0567,0.509,135.866,blues,4,463267
32,0.501,0.44,9,-14.466,1,0.0372,0.202,0.00145,0.107,0.868,82.489,blues,4,258227
0,0.383,0.803,7,-9.353,1,0.0709,0.0861,0.0186,0.171,0.618,143.188,blues,4,276760
38,0.383,0.892,9,-5.613,0,0.0758,0.000643,0.767,0.409,0.75,82.979,blues,4,169781
10,0.504,0.5,2,-11.329,1,0.0377,0.117,0.548,0.137,0.0753,92.042,blues,4,595680
32,0.439,0.326,0,-14.278,1,0.0348,0.448,0.000518,0.135,0.548,159.619,blues,3,443053
9,0.72,0.48,7,-13.25,0,0.0298,0.151,2.37e-06,0.0391,0.963,92.018,blues,4,235000
32,0.799,0.762,11,-7.675,0,0.0662,0.0275,0.39,0.369,0.825,99.967,blues,4,211707
57,0.572,0.348,0,-13.454,1,0.0293,0.438,0.000731,0.235,0.34,73.303,blues,4,275267
33,0.738,0.728,7,-6.949,1,0.0392,0.393,0.000199,0.409,0.547,104.989,blues,4,311267
33,0.52,0.824,2,-5.608,1,0.037,0.155,0.00049,0.108,0.701,97.487,blues,4,263472
34,0.569,0.566,7,-7.644,1,0.369,0.122,0.106,0.354,0.459,180.057,blues,4,159554
27,0.682,0.506,11,-8.007,0,0.0605,0.0557,0.0376,0.0452,0.494,90.988,blues,4,242600
23,0.513,0.689,0,-6.497,1,0.0338,0.0261,0.0205,0.404,0.794,98.4,blues,4,238013
41,0.684,0.792,2,-5.377,1,0.0576,0.508,0.00633,0.069,0.927,98.527,blues,4,267720
41,0.437,0.82,11,-5.854,0,0.0341,0.079,4.05e-05,0.633,0.634,107.088,blues,4,234547
29,0.408,0.98,4,-0.489,1,0.0456,0.807,0.348,0.287,0.674,150.405,blues,4,170520
36,0.719,0.665,4,-7.679,0,0.0278,0.118,0.000875,0.276,0.658,104.99,blues,4,201065
30,0.301,0.972,9,-4.91,0,0.274,0.00674,0.758,0.959,0.495,151.413,blues,4,185867
7,0.541,0.674,4,-9.291,1,0.112,0.761,0.863,0.111,0.572,145.952,blues,4,163387
25,0.567,0.793,5,-7.004,1,0.0368,0.324,5.27e-06,0.0742,0.441,114.972,blues,4,193008
40,0.702,0.206,1,-10.468,1,0.0394,0.835,1.95e-05,0.0932,0.54,122.839,blues,4,201302
45,0.555,0.927,0,-4.167,0,0.0708,0.00155,0.0288,0.209,0.848,156.031,blues,4,212016
19,0.491,0.684,11,-6.978,0,0.0261,0.000103,0.77,0.277,0.715,94.653,blues,4,165688
34,0.624,0.368,11,-11.063,0,0.031,0.0501,0.000544,0.0793,0.613,99.816,blues,4,285867
30,0.559,0.598,2,-6.826,0,0.028,0.355,7.73e-05,0.109,0.228,101.482,blues,3,333680
30,0.425,0.203,9,-15.87,1,0.0407,0.673,0.849,0.317,0.457,179.267,blues,3,330533
18,0.628,0.156,2,-15.72,1,0.096,0.995,0.234,0.109,0.366,135.022,blues,1,178525
9,0.559,0.47,6,-6.531,1,0.0356,0.564,1.64e-05,0.134,0.486,171.959,blues,3,275773
31,0.388,0.657,11,-10.176,0,0.0639,0.0472,0.00198,0.299,0.905,185.47,blues,4,188667
33,0.656,0.396,8,-13.577,1,0.0329,0.817,0.133,0.127,0.798,132.088,blues,4,170000
38,0.291,0.746,9,-5.459,0,0.0412,0.00192,0.000181,0.168,0.429,177.503,blues,4,232088
35,0.357,0.766,5,-6.491,0,0.214,0.0104,0.85,0.149,0.499,176.358,blues,4,327634
35,0.561,0.195,0,-17.093,1,0.195,0.962,0.000126,0.337,0.516,80.771,blues,4,183432
5,0.504,0.553,9,-10.893,0,0.0405,0.66,0.0835,0.206,0.735,87.896,blues,4,251500
36,0.406,0.136,10,-16.004,0,0.0411,0.722,0.036,0.121,0.353,123.192,blues,4,338933
16,0.649,0.448,8,-7.6,1,0.0278,0.785,0.00192,0.0953,0.36,80.521,blues,3,269533
37,0.54,0.086,2,-16.292,1,0.036,0.758,6e-05,0.0953,0.285,89.955,blues,4,249760
41,0.616,0.728,11,-6.623,1,0.165,0.2,4.83e-05,0.0731,0.773,171.982,blues,4,275347
1,0.574,0.756,5,-5.994,1,0.0292,0.0965,0.000988,0.126,0.711,99.313,blues,4,279573
52,0.516,0.157,5,-19.213,1,0.0354,0.876,1.42e-05,0.142,0.783,93.719,blues,4,192000
43,0.535,0.665,9,-6.716,1,0.0424,0.343,0.00426,0.171,0.645,126.624,blues,4,186960
32,0.644,0.884,11,-3.548,1,0.0443,0.0526,0.00195,0.0639,0.683,115.976,blues,4,256147
21,0.342,0.976,5,-4.585,1,0.199,0.148,0.00553,0.303,0.524,207.906,blues,4,290160
43,0.632,0.736,0,-13.945,1,0.0481,0.322,0.0,0.339,0.744,136.373,blues,4,264200
46,0.656,0.551,2,-14.141,1,0.0889,0.171,0.000155,0.0676,0.773,125.659,blues,4,247507
64,0.598,0.735,2,-10.882,1,0.0973,0.44,0.000215,0.681,0.615,111.129,blues,3,321133
31,0.596,0.14,0,-13.349,1,0.0273,0.851,0.00198,0.0948,0.431,80.955,blues,4,301320
24,0.655,0.291,7,-10.863,1,0.0777,0.409,5.23e-06,0.103,0.674,114.993,blues,4,229093
23,0.432,0.449,4,-9.577,0,0.0399,0.0151,0.897,0.189,0.474,150.755,blues,3,428578
31,0.472,0.23,5,-18.543,0,0.035,0.472,0.000114,0.141,0.498,93.099,blues,4,682173
12,0.701,0.292,11,-17.458,0,0.0461,0.978,0.0275,0.115,0.597,78.9,blues,4,157431
34,0.328,0.967,8,-4.975,1,0.155,0.0687,0.0,0.965,0.152,89.079,blues,4,382741
51,0.538,0.381,2,-8.119,1,0.0349,0.797,3.56e-06,0.115,0.193,86.023,blues,4,209619
32,0.616,0.616,7,-8.662,1,0.0282,0.00104,0.0806,0.178,0.598,117.997,blues,4,286891
56,0.543,0.696,7,-4.572,1,0.0426,0.601,0.215,0.384,0.849,92.15,blues,4,253747
31,0.611,0.688,7,-6.044,1,0.0848,0.00402,1.84e-06,0.15,0.691,119.995,blues,4,200449
30,0.472,0.747,2,-7.94,1,0.0373,0.0775,0.0252,0.723,0.593,154.794,blues,4,212733
36,0.653,0.0442,10,-12.269,0,0.0371,0.993,0.0,0.131,0.346,71.434,blues,5,190027
28,0.417,0.872,0,-8.209,1,0.0713,0.0122,8.25e-05,0.974,0.672,153.289,blues,4,281667
53,0.58,0.573,9,-8.137,1,0.061,0.00305,0.0015,0.182,0.477,121.225,blues,4,177093
32,0.558,0.322,7,-11.802,1,0.0343,0.754,0.0017,0.11,0.286,73.868,blues,4,205107
45,0.657,0.642,7,-12.98,1,0.085,0.926,0.0165,0.12,0.737,110.543,blues,4,163027
46,0.66,0.611,7,-11.867,1,0.114,0.231,0.0181,0.0497,0.896,102.167,blues,4,171200
38,0.437,0.808,0,-3.76,1,0.0355,0.288,5.38e-05,0.427,0.478,147.108,blues,4,252200
27,0.495,0.472,3,-9.199,1,0.0404,0.138,0.00032,0.118,0.143,112.519,blues,3,211000
34,0.155,0.733,2,-6.018,1,0.0386,0.0123,0.0315,0.0714,0.646,199.298,blues,3,306680
31,0.67,0.357,10,-10.512,1,0.0657,0.861,6.14e-05,0.0828,0.834,149.257,blues,4,156653
17,0.354,0.689,0,-3.504,1,0.0385,0.16,0.0,0.14,0.41,137.444,blues,3,175109
29,0.516,0.793,5,-6.203,0,0.041,0.000345,7.82e-05,0.128,0.272,136.005,blues,4,242934
24,0.653,0.711,4,-8.126,0,0.402,0.143,0.0,0.0961,0.762,92.537,blues,4,253000
45,0.374,0.542,0,-8.136,0,0.0552,0.699,8.79e-05,0.102,0.419,183.745,blues,3,223577
34,0.682,0.512,11,-8.003,1,0.0797,0.28,3.52e-06,0.176,0.722,104.247,blues,4,280573
51,0.615,0.782,9,-4.683,1,0.0346,0.127,0.00165,0.078,0.902,105.736,blues,4,216107
45,0.473,0.461,9,-10.643,0,0.026,0.381,1.44e-06,0.118,0.408,102.116,blues,4,218520
54,0.598,0.853,9,-5.373,1,0.0545,0.132,0.00297,0.132,0.312,121.988,blues,1,191396
27,0.561,0.836,9,-8.904,1,0.0913,0.184,0.00355,0.859,0.495,132.041,blues,3,272160
4,0.569,0.249,11,-12.789,1,0.0421,0.96,0.305,0.0817,0.462,105.513,blues,4,169348
34,0.62,0.0827,0,-20.88,1,0.0625,0.368,0.051,0.0621,0.424,145.108,blues,3,437573
36,0.515,0.325,9,-13.498,0,0.0305,0.763,0.912,0.122,0.553,68.804,blues,4,161480
26,0.724,0.464,1,-7.383,0,0.0462,0.0898,1.29e-06,0.26,0.599,106.061,blues,4,224151
33,0.589,0.372,5,-10.429,0,0.0299,0.496,0.0,0.359,0.597,90.738,blues,4,215093
40,0.762,0.469,6,-7.788,1,0.0402,0.686,0.0,0.15,0.665,79.03,blues,4,237144
19,0.38,0.539,4,-5.48,0,0.0284,0.505,2.17e-06,0.107,0.53,133.069,blues,3,408413
45,0.658,0.121,6,-12.142,1,0.0928,0.966,1.69e-05,0.0808,0.383,97.831,blues,4,179293
27,0.728,0.764,4,-7.498,0,0.361,0.37,0.000217,0.0625,0.634,167.58,blues,4,235533
40,0.357,0.658,9,-8.197,1,0.0621,0.0078,0.00274,0.132,0.227,164.221,blues,4,215912
53,0.548,0.874,8,-10.147,1,0.0463,0.279,0.0463,0.173,0.966,172.129,blues,4,141933
34,0.61,0.414,7,-9.503,0,0.0518,0.674,0.00862,0.141,0.509,121.968,blues,4,546000
30,0.77,0.748,0,-9.103,1,0.0411,0.345,0.155,0.137,0.966,126.155,blues,4,167213
53,0.675,0.311,9,-11.959,1,0.0525,0.93,0.000261,0.102,0.638,97.159,blues,4,149560
50,0.367,0.769,9,-7.258,1,0.0317,0.00032,0.628,0.0631,0.7,173.186,blues,4,348040
28,0.614,0.522,7,-12.964,1,0.0371,0.891,0.000602,0.0753,0.586,69.389,blues,4,217120
49,0.593,0.464,7,-16.925,1,0.0374,0.509,0.000214,0.166,0.763,113.001,blues,4,316667
30,0.702,0.633,11,-6.402,0,0.0552,0.0921,0.492,0.0965,0.556,80.02,blues,4,227333
59,0.711,0.483,11,-11.211,1,0.0298,0.434,0.012,0.0284,0.884,91.652,blues,4,169998
76,0.545,0.64,4,-9.937,0,0.224,0.00249,0.0304,0.196,0.606,80.544,blues,4,230480
31,0.43,0.852,9,-7.303,0,0.0309,0.0068,0.00011,0.137,0.509,93.375,blues,4,220467
41,0.621,0.4,2,-9.383,0,0.0506,0.367,0.0395,0.0692,0.557,171.89,blues,4,225373
19,0.538,0.563,0,-6.109,1,0.0263,0.501,0.0,0.239,0.634,79.157,blues,4,269787
9,0.686,0.493,2,-6.541,1,0.0325,0.529,1.38e-05,0.13,0.637,103.556,blues,4,249893
39,0.344,0.56,7,-8.363,0,0.031,0.222,0.00141,0.679,0.345,89.193,blues,4,338227
49,0.894,0.507,7,-6.945,1,0.0564,0.221,0.0661,0.0642,0.916,114.216,blues,4,149387
54,0.584,0.81,11,-3.092,1,0.0406,0.0188,0.0,0.313,0.57,119.859,blues,4,142444
9,0.443,0.76,2,-4.507,1,0.0603,0.0295,0.0,0.0998,0.755,205.267,blues,4,184307
35,0.626,0.582,6,-8.536,0,0.094,0.167,0.000222,0.304,0.911,84.727,blues,4,237107
8,0.666,0.669,4,-9.415,1,0.0308,0.232,0.0182,0.107,0.879,105.265,blues,4,256467
29,0.538,0.0814,5,-18.022,1,0.0788,0.989,0.000334,0.0935,0.26,174.765,blues,4,196827
40,0.858,0.16,7,-12.982,0,0.0532,0.8,6.08e-06,0.0901,0.574,110.078,blues,4,248591
54,0.563,0.542,9,-10.862,1,0.0962,0.706,3.59e-05,0.355,0.785,133.285,blues,4,181000
6,0.547,0.486,0,-8.282,1,0.0404,0.0941,0.0,0.0761,0.927,135.534,blues,4,142107
51,0.532,0.473,2,-7.179,1,0.0295,0.647,8.03e-06,0.0753,0.345,145.072,blues,3,290483
10,0.889,0.361,7,-12.504,1,0.0452,0.031,0.00872,0.0904,0.882,114.866,blues,4,257133
3,0.469,0.297,7,-12.576,1,0.0733,0.908,0.0,0.0604,0.802,71.683,blues,4,172373
32,0.649,0.71,4,-6.656,0,0.0875,0.424,0.0243,0.118,0.733,149.928,blues,4,145480
40,0.608,0.849,2,-6.66,1,0.0389,0.00371,0.0259,0.112,0.644,101.517,blues,4,235720
38,0.442,0.78,5,-5.576,1,0.0479,0.007,0.0,0.167,0.666,154.001,blues,4,236787
39,0.26,0.929,0,-5.841,1,0.143,0.343,0.0356,0.139,0.358,81.971,blues,4,225267
41,0.409,0.849,7,-7.711,1,0.0531,0.102,0.889,0.141,0.904,137.018,blues,4,298667
19,0.491,0.878,0,-6.668,1,0.0659,0.253,0.212,0.107,0.522,94.419,blues,4,319893
37,0.583,0.94,2,-10.566,1,0.0928,0.633,3.26e-06,0.342,0.662,130.221,blues,4,169851
41,0.433,0.242,0,-10.731,1,0.0322,0.353,0.0,0.118,0.163,139.958,blues,4,227893
32,0.52,0.459,3,-5.629,1,0.0292,0.316,0.00103,0.076,0.407,154.109,blues,3,355907
34,0.555,0.393,10,-11.949,1,0.0327,0.965,0.015,0.151,0.782,102.5,blues,4,174158
12,0.515,0.308,0,-14.711,1,0.0312,0.907,0.0213,0.3,0.501,172.472,blues,3,298093
40,0.532,0.548,0,-10.105,0,0.0253,0.0991,0.00141,0.264,0.902,93.765,blues,4,210427
29,0.566,0.251,0,-17.183,1,0.0298,0.752,0.818,0.0764,0.644,96.721,blues,4,286271
19,0.805,0.737,5,-6.924,0,0.0491,0.544,3.19e-05,0.089,0.823,117.978,blues,4,271160
26,0.684,0.801,8,-6.975,1,0.0428,0.642,0.0,0.375,0.807,111.078,blues,4,269669
53,0.553,0.828,9,-4.091,1,0.0609,0.11,0.0,0.2,0.902,152.638,blues,4,201194
39,0.658,0.569,7,-5.574,1,0.0302,0.195,1.22e-05,0.281,0.454,119.949,blues,3,273347
49,0.726,0.385,9,-9.047,0,0.121,0.516,0.000924,0.332,0.713,101.704,blues,4,244501
37,0.73,0.679,7,-3.994,1,0.0273,0.00209,0.000256,0.114,0.796,111.959,blues,4,161676
26,0.43,0.844,0,-6.564,1,0.0577,0.08,0.00161,0.0995,0.595,175.647,blues,4,167680
0,0.486,0.771,2,-6.532,1,0.0865,0.11,0.00135,0.334,0.835,100.867,blues,4,182893
46,0.739,0.669,5,-8.79,1,0.0386,0.0274,0.00464,0.123,0.547,128.26,blues,4,295839
47,0.727,0.665,1,-6.453,1,0.0352,0.653,0.233,0.349,0.912,114.979,blues,4,150333
45,0.717,0.245,7,-10.908,0,0.0493,0.665,0.000119,0.385,0.502,83.554,blues,4,214933
39,0.656,0.773,1,-9.156,0,0.0363,0.335,0.00142,0.155,0.867,114.979,blues,4,220240
16,0.597,0.702,4,-6.246,0,0.0412,0.156,0.0146,0.266,0.403,158.899,blues,3,276387
0,0.749,0.677,10,-5.502,0,0.16,0.121,0.0568,0.507,0.242,140.015,blues,4,319893
35,0.718,0.676,6,-7.442,0,0.0307,0.219,0.000167,0.338,0.595,97.027,blues,4,230467
47,0.862,0.707,0,-6.742,1,0.0324,0.0947,0.00665,0.124,0.863,122.21,blues,4,268160
52,0.635,0.454,0,-9.457,0,0.0393,0.417,4.02e-05,0.0816,0.531,79.097,blues,4,280080
38,0.68,0.604,4,-9.241,1,0.115,0.386,0.0,0.43,0.79,125.529,blues,4,292000
41,0.67,0.554,7,-9.047,1,0.0344,0.0156,0.557,0.208,0.482,110.025,blues,4,319253
36,0.583,0.532,5,-5.762,0,0.0558,0.212,0.00256,0.0695,0.724,184.111,blues,4,207991
0,0.369,0.537,0,-8.551,1,0.0436,0.811,3.75e-05,0.216,0.943,164.275,blues,4,147540
54,0.753,0.39,6,-7.294,0,0.0403,0.371,0.000815,0.125,0.374,136.747,blues,4,248387
49,0.69,0.494,9,-9.147,0,0.0275,0.407,3.79e-06,0.114,0.84,127.314,blues,4,205053
13,0.728,0.652,9,-5.158,0,0.0264,0.518,0.0,0.0699,0.627,96.518,blues,4,193507
40,0.573,0.946,5,-4.872,1,0.0895,0.182,0.000205,0.161,0.882,160.788,blues,4,178665
37,0.473,0.766,7,-7.95,1,0.0448,0.00141,0.0483,0.201,0.759,98.466,blues,4,183720
28,0.556,0.87,7,-4.816,0,0.166,0.162,0.463,0.0941,0.955,169.826,blues,4,194564
59,0.711,0.483,11,-11.211,1,0.0298,0.434,0.012,0.0284,0.884,91.652,blues,4,169998
39,0.442,0.749,7,-4.692,1,0.229,0.562,8.07e-06,0.323,0.774,208.634,blues,4,184036
10,0.736,0.709,6,-5.687,1,0.121,0.671,7.62e-06,0.0849,0.832,118.888,blues,4,194933
31,0.462,0.877,7,-9.245,0,0.0459,0.147,0.857,0.362,0.852,133.131,blues,4,266120
19,0.345,0.638,4,-9.083,0,0.0345,0.0346,0.445,0.102,0.211,135.98,blues,3,461480
25,0.454,0.682,7,-10.795,1,0.658,0.953,1.52e-06,0.902,0.607,91.113,blues,3,116827
35,0.404,0.727,8,-6.641,0,0.209,0.176,1.07e-06,0.149,0.925,177.027,blues,3,259907
31,0.52,0.216,7,-19.432,1,0.0404,0.787,0.318,0.117,0.368,144.849,blues,4,464613
37,0.436,0.801,10,-5.257,0,0.0391,0.000688,0.00406,0.0782,0.753,128.738,blues,4,223640
39,0.182,0.733,10,-5.839,1,0.0432,0.0195,0.0828,0.907,0.22,179.444,blues,3,574040
48,0.584,0.278,4,-18.566,1,0.0312,0.55,0.21,0.255,0.75,81.712,blues,4,215027
10,0.372,0.474,0,-7.197,1,0.0386,0.107,0.0104,0.0438,0.242,180.456,blues,3,265507
35,0.719,0.386,9,-9.401,0,0.0613,0.716,0.00113,0.0905,0.278,144.951,blues,3,226132
41,0.815,0.106,5,-19.207,1,0.0408,0.753,3.64e-05,0.119,0.536,89.938,blues,4,193333
40,0.613,0.793,0,-6.82,0,0.0666,0.0319,0.0,0.341,0.806,180.026,blues,4,187532
34,0.41,0.823,9,-4.939,0,0.0464,0.0117,0.0146,0.347,0.635,186.003,blues,4,243397
3,0.469,0.297,7,-12.576,1,0.0733,0.908,0.0,0.0604,0.802,71.683,blues,4,172373
50,0.469,0.236,7,-16.981,1,0.0364,0.407,0.0434,0.215,0.415,82.232,blues,4,399173
29,0.499,0.132,4,-17.278,0,0.0403,0.852,0.00108,0.0621,0.362,89.165,blues,4,238440
16,0.572,0.634,7,-8.446,1,0.108,0.332,0.0059,0.116,0.787,187.889,blues,4,176723
41,0.791,0.213,3,-11.154,0,0.0479,0.773,2.39e-05,0.12,0.597,97.95,blues,4,221120
26,0.581,0.95,6,-3.855,1,0.0423,0.00238,0.0665,0.317,0.521,133.071,blues,4,225133
49,0.433,0.7,11,-8.197,1,0.163,0.843,0.324,0.102,0.8,80.623,blues,4,176186
35,0.72,0.412,9,-8.139,1,0.0305,0.421,0.00071,0.102,0.463,111.444,blues,3,141107
18,0.751,0.732,1,-6.825,0,0.0462,0.612,0.0,0.719,0.909,109.021,blues,4,229973
40,0.638,0.957,6,-2.349,0,0.0574,0.0501,0.0104,0.355,0.527,130.013,blues,4,221933
46,0.538,0.745,9,-12.194,1,0.044,0.0289,0.807,0.112,0.731,102.43,blues,4,160507
9,0.589,0.337,0,-10.761,1,0.118,0.598,0.0741,0.176,0.585,185.908,blues,3,287547
34,0.454,0.506,6,-10.104,1,0.0377,0.419,0.000136,0.212,0.058,81.931,blues,4,155864
27,0.248,0.349,5,-10.362,0,0.0463,0.885,0.0119,0.109,0.27,174.415,blues,3,233827
42,0.392,0.801,7,-13.615,1,0.0597,0.0848,0.201,0.121,0.442,106.702,blues,4,323733
41,0.589,0.679,5,-5.628,0,0.0336,0.0253,0.00584,0.167,0.716,85.865,blues,4,275800
25,0.382,0.33,0,-15.964,0,0.0784,0.385,0.000707,0.196,0.647,205.835,blues,3,194573
38,0.707,0.611,7,-7.058,0,0.032,0.473,4.43e-06,0.0729,0.884,134.933,blues,4,397707
42,0.643,0.619,6,-7.111,0,0.0439,0.131,4.24e-05,0.0784,0.466,71.742,blues,4,256466
47,0.506,0.921,10,-2.967,0,0.0606,0.019,8.09e-05,0.0677,0.279,82.033,blues,4,341667
19,0.695,0.643,8,-7.983,1,0.0795,0.125,0.000128,0.0224,0.886,102.851,blues,4,288360
30,0.599,0.548,11,-8.288,0,0.0774,0.0812,0.000367,0.141,0.692,123.32,blues,4,218102
14,0.619,0.624,9,-7.887,1,0.028,0.0113,0.0228,0.098,0.891,95.853,blues,4,193080
53,0.294,0.611,2,-6.268,1,0.0348,0.0226,0.435,0.114,0.567,178.191,blues,3,166400
33,0.509,0.53,8,-15.929,0,0.0389,0.14,0.00456,0.321,0.969,123.037,blues,4,219067
23,0.634,0.241,2,-11.479,1,0.0499,0.987,1.31e-05,0.15,0.899,142.097,blues,4,183867
31,0.524,0.752,2,-2.879,1,0.0401,0.1,8.39e-06,0.103,0.448,77.002,blues,4,238799
34,0.586,0.8,2,-6.358,1,0.0609,0.047,0.00187,0.186,0.661,88.287,blues,4,196843
40,0.743,0.619,0,-6.187,1,0.0313,0.128,0.0,0.156,0.763,115.069,blues,4,237240
31,0.654,0.563,2,-11.377,1,0.0432,0.0813,1.55e-06,0.133,0.858,113.956,blues,4,162427
48,0.49,0.338,2,-13.657,1,0.2,0.472,4.31e-06,0.109,0.463,140.533,blues,3,362400
43,0.597,0.283,6,-9.875,0,0.0275,0.904,1.94e-05,0.107,0.308,121.93,blues,4,219293
29,0.496,0.653,1,-9.011,1,0.115,0.434,0.0,0.3,0.923,174.58,blues,4,155707
42,0.55,0.602,7,-10.286,1,0.0467,0.689,0.92,0.0866,0.681,101.328,blues,4,302437
32,0.393,0.315,8,-11.066,1,0.0305,0.939,0.000106,0.252,0.376,137.741,blues,4,181000
54,0.595,0.525,11,-11.582,0,0.0499,0.3,3.15e-05,0.197,0.826,124.569,blues,4,192200
54,0.574,0.691,6,-7.805,0,0.0336,0.0142,0.000431,0.169,0.767,95.009,blues,4,136632
35,0.775,0.554,9,-6.439,0,0.0381,0.0854,0.00779,0.0533,0.513,120.068,blues,4,263267
16,0.417,0.608,8,-6.848,1,0.0339,0.213,0.0372,0.305,0.479,96.842,blues,3,181286
44,0.44,0.184,4,-13.965,1,0.0612,0.863,1.56e-05,0.0932,0.261,182.017,blues,3,245933
24,0.561,0.241,9,-15.723,1,0.0417,0.894,7.25e-05,0.104,0.674,113.32,blues,4,187627
35,0.404,0.727,8,-6.641,0,0.209,0.176,1.07e-06,0.149,0.925,177.027,blues,3,259907
37,0.848,0.651,9,-8.465,1,0.0657,0.0849,0.00139,0.138,0.844,88.818,blues,4,154009
49,0.593,0.464,7,-16.925,1,0.0374,0.509,0.000214,0.166,0.763,113.001,blues,4,316667
48,0.279,0.723,6,-5.322,1,0.0472,0.0134,0.0,0.201,0.455,138.174,blues,4,181625
41,0.623,0.623,11,-8.403,0,0.0392,0.848,0.00114,0.0572,0.604,89.031,blues,3,200240
31,0.642,0.599,11,-14.734,0,0.277,0.0146,0.00238,0.164,0.889,155.9,blues,4,228533
48,0.562,0.447,8,-9.363,1,0.0636,0.633,0.125,0.0884,0.471,68.957,blues,4,297040
55,0.787,0.255,0,-14.733,1,0.0399,0.777,0.00959,0.101,0.6,105.97,blues,4,251493
51,0.57,0.241,4,-12.138,1,0.0473,0.948,0.0224,0.111,0.543,115.352,blues,3,181893
33,0.575,0.188,11,-16.499,0,0.0586,0.875,0.00205,0.166,0.322,130.63,blues,4,208439
49,0.45,0.561,2,-7.491,1,0.129,0.824,0.00122,0.228,0.522,169.867,blues,3,429400
45,0.376,0.509,3,-4.995,0,0.0357,0.489,6.63e-06,0.115,0.259,119.47,blues,4,210887
35,0.404,0.612,0,-11.239,1,0.0449,0.00733,0.19,0.641,0.663,93.851,blues,4,338720
49,0.759,0.852,10,-6.535,0,0.0448,0.774,0.0267,0.0917,0.889,80.619,blues,4,306533
32,0.632,0.554,7,-10.513,1,0.0455,0.535,0.131,0.7,0.706,131.462,blues,4,263059
16,0.73,0.102,11,-17.232,1,0.0702,0.895,0.000993,0.0809,0.277,136.108,blues,4,164933
44,0.728,0.193,11,-13.011,0,0.0572,0.786,2.14e-05,0.134,0.512,117.568,blues,4,203454
11,0.581,0.354,5,-8.996,0,0.0505,0.738,0.0109,0.136,0.167,82.861,blues,3,387867
33,0.167,0.924,0,-5.868,1,0.0561,0.011,0.0593,0.863,0.555,163.264,blues,3,345333
34,0.664,0.928,0,-4.952,1,0.0464,0.0165,0.00829,0.12,0.785,116.066,blues,4,239907
32,0.716,0.644,2,-5.162,0,0.0688,0.682,0.061,0.267,0.687,115.053,blues,4,230000
28,0.502,0.504,1,-7.497,1,0.0275,0.102,0.0,0.282,0.866,170.438,blues,4,170773
36,0.515,0.325,9,-13.498,0,0.0305,0.763,0.912,0.122,0.553,68.804,blues,4,161480
22,0.777,0.594,2,-6.35,1,0.0419,0.107,0.0,0.125,0.724,108.073,blues,4,168386
27,0.345,0.861,7,-8.823,1,0.0471,0.425,0.00174,0.133,0.848,176.942,blues,4,386227
50,0.544,0.34,2,-13.947,1,0.0411,0.785,3.89e-06,0.734,0.556,97.005,blues,4,154187
38,0.637,0.371,7,-13.499,0,0.0432,0.564,0.0063,0.101,0.693,82.965,blues,4,241725
55,0.745,0.436,5,-9.617,0,0.043,0.597,0.0213,0.61,0.771,114.216,blues,4,188200
47,0.541,0.283,0,-13.659,1,0.0527,0.805,0.0367,0.0736,0.564,76.828,blues,4,228627
9,0.749,0.857,0,-6.188,1,0.0603,0.0709,0.000516,0.067,0.847,118.728,blues,4,189093
38,0.644,0.617,0,-7.139,1,0.0287,0.000203,0.000125,0.0902,0.805,99.057,blues,4,208212
33,0.61,0.547,2,-8.05,0,0.0353,0.0911,4.31e-06,0.165,0.618,131.99,blues,4,178333
28,0.502,0.383,0,-7.441,1,0.0334,0.573,4.95e-05,0.472,0.254,104.78,blues,3,269050
8,0.78,0.675,2,-7.809,1,0.026,0.376,0.00251,0.216,0.882,103.702,blues,4,216947
33,0.378,0.799,5,-6.355,0,0.109,0.0408,0.148,0.149,0.521,174.027,blues,4,157413
30,0.826,0.679,1,-6.802,1,0.129,0.307,2.5e-05,0.151,0.841,90.048,blues,4,160107
41,0.514,0.726,2,-12.841,1,0.0576,0.0595,0.000119,0.188,0.881,122.365,blues,4,293293
31,0.697,0.134,0,-19.991,1,0.0545,0.862,0.937,0.1,0.416,96.519,blues,4,180533
32,0.569,0.394,6,-12.499,1,0.0559,0.94,0.00239,0.117,0.712,102.364,blues,4,191107
29,0.485,0.166,7,-15.223,1,0.0406,0.971,0.813,0.257,0.336,182.901,blues,4,185360
36,0.572,0.552,9,-9.134,1,0.0507,0.512,0.00825,0.0836,0.489,95.06,blues,3,163293
37,0.604,0.818,6,-6.083,1,0.0379,0.00335,0.00103,0.0411,0.697,102.993,blues,4,196104
41,0.511,0.686,1,-5.02,0,0.0278,0.017,0.00265,0.119,0.309,110.509,blues,4,185693
50,0.785,0.43,4,-9.453,0,0.0653,0.316,0.00159,0.0829,0.491,85.99,blues,4,247478
7,0.541,0.674,4,-9.291,1,0.112,0.761,0.863,0.111,0.572,145.952,blues,4,163387
46,0.471,0.957,5,-5.695,1,0.137,0.00498,0.00806,0.819,0.17,112.815,blues,4,457892
39,0.6,0.489,3,-6.775,1,0.0307,0.13,9.57e-05,0.119,0.365,121.961,blues,3,232347
22,0.629,0.733,1,-13.401,1,0.0445,0.259,0.000307,0.162,0.847,130.391,blues,4,160493
35,0.617,0.593,4,-7.761,1,0.028,0.385,0.000123,0.137,0.614,95.086,blues,4,329237
